date,open,high,low,close,volume,oi
2019-03-01 15:20:00,2264.00,2264.00,2264.00,2264.00,0,0
2019-03-01 15:21:00,2264.00,2264.00,2264.00,2264.00,0,0
2019-03-01 15:22:00,2264.00,2264.00,2264.00,2264.00,0,0
2019-03-01 15:23:00,2264.00,2264.00,2264.00,2264.00,0,0
2019-03-01 15:24:00,2264.00,2264.00,2264.00,2264.00,0,0
2019-03-01 15:25:00,2264.00,2264.00,2264.00,2264.00,0,0
2019-03-01 15:26:00,2264.00,2264.00,2264.00,2264.00,0,0
2019-03-01 15:27:00,2264.00,2264.00,2264.00,2264.00,0,0
2019-03-01 15:28:00,2264.00,2264.00,2264.00,2264.00,0,0
2019-03-01 15:29:01,2264.00,2264.00,2264.00,2264.00,0,0
2019-09-01 09:20:00,2264.05,2264.05,2264.05,2264.05,0,20
2019-09-01 09:22:00,2264.05,2264.05,2264.05,2264.05,0,0
2019-09-01 09:23:00,2264.05,2264.05,2264.05,2264.05,0,0
2019-09-01 09:24:00,2264.05,2264.05,2264.05,2264.05,0,0
2019-09-01 09:25:00,2264.05,3142.85,2264.05,2654.30,40,40
2019-09-01 09:26:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:27:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:28:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:29:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:30:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:31:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:32:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:33:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:34:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:35:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:36:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:37:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:38:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:39:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:40:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:41:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:42:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:43:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:44:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:45:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:46:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:47:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:48:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:49:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:51:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:52:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:53:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:54:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:55:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:56:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:57:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:58:00,2654.30,2654.30,2654.30,2654.30,0,0
2019-09-01 09:59:00,2654.30,3025.80,2654.30,3025.80,20,40
2019-09-01 10:00:00,3025.80,3025.80,2761.00,2946.10,20,40
2019-09-01 10:01:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:02:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:03:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:04:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:05:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:06:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:07:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:08:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:09:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:10:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:11:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:12:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:13:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:14:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:15:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:16:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:17:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:18:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:19:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:20:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:21:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:22:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:23:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:24:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:25:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:26:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:27:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:28:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:29:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:30:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:31:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:32:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:33:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:34:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:35:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:36:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:37:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:38:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:39:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:40:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:41:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:42:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:43:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:44:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:45:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:46:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:47:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:48:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:49:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:50:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:51:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:52:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:53:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:54:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:55:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:56:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:57:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:58:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 10:59:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:00:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:01:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:02:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:03:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:04:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:05:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:06:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:07:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:08:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:09:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:10:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:11:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:12:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:13:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:14:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:15:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:16:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:17:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:18:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:19:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:20:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:21:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:22:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:23:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:24:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:25:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:26:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:27:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:28:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:29:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:30:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:31:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:32:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:33:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:34:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:35:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:36:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:37:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:38:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:39:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:40:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:41:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:42:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:43:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:44:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:45:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:46:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:47:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:48:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:49:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:50:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:51:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:52:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:53:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:54:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:55:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:56:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:57:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:58:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 11:59:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 12:00:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 12:01:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 12:02:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 12:03:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 12:04:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 12:05:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 12:06:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 12:07:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 12:08:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 12:09:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 12:10:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 12:11:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 12:12:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 12:13:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 12:14:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 12:15:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 12:16:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 12:17:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 12:18:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 12:19:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 12:20:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 12:21:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 12:22:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 12:23:00,2946.10,2946.10,2946.10,2946.10,0,0
2019-09-01 12:24:00,2946.10,2946.10,2946.10,2946.10,0,0
