date,open,high,low,close,volume,oi
2019-07-06 09:49:00,0.55,0.55,0.55,0.55,150,0
2019-07-06 09:50:00,0.55,0.55,0.55,0.55,0,0
2019-07-06 09:51:00,0.55,0.55,0.55,0.55,0,0
2019-07-06 09:52:00,0.55,0.55,0.55,0.55,0,0
2019-07-06 09:53:00,0.55,0.55,0.55,0.55,0,0
2019-07-06 09:54:00,0.55,0.55,0.55,0.55,0,0
2019-07-06 09:55:00,0.55,0.55,0.55,0.55,0,0
2019-07-06 09:56:00,0.55,0.55,0.55,0.55,0,0
2019-07-06 09:57:00,0.55,0.55,0.55,0.55,0,0
2019-07-06 09:58:00,0.55,0.55,0.55,0.55,0,0
2019-07-06 09:59:00,0.55,0.55,0.55,0.55,0,0
2019-07-06 10:00:00,0.55,0.55,0.55,0.55,0,0
2019-07-06 10:01:00,0.55,0.55,0.55,0.55,0,0
2019-07-06 10:02:00,0.55,0.55,0.55,0.55,0,0
2019-07-06 10:03:00,0.55,0.55,0.55,0.55,0,0
2019-07-06 10:04:00,0.55,0.55,0.55,0.55,0,0
2019-07-06 10:05:00,0.55,0.55,0.55,0.55,0,0
2019-07-06 10:06:00,0.55,0.55,0.55,0.55,0,0
2019-07-06 10:07:00,0.55,0.55,0.55,0.55,0,0
2019-07-06 10:08:00,0.55,0.55,0.55,0.55,0,0
2019-07-06 10:09:00,0.55,0.55,0.55,0.55,0,0
2019-07-06 10:10:00,0.55,0.55,0.55,0.55,0,0
2019-07-06 10:11:00,0.55,0.55,0.55,0.55,0,0
2019-07-06 10:12:00,0.55,0.55,0.50,0.50,0,450
2019-07-06 10:13:00,0.50,0.50,0.50,0.50,0,450
2019-07-06 10:14:00,0.50,0.50,0.50,0.50,0,450
2019-07-06 10:15:00,0.50,0.50,0.50,0.50,0,450
2019-07-06 10:16:00,0.50,0.50,0.50,0.50,0,450
2019-07-06 10:17:00,0.50,0.50,0.50,0.50,0,450
2019-07-06 10:18:00,0.50,0.50,0.50,0.50,0,450
2019-07-06 10:19:00,0.50,0.50,0.50,0.50,0,450
2019-07-06 10:20:00,0.50,0.50,0.50,0.50,0,450
2019-07-06 10:21:00,0.50,0.50,0.50,0.50,0,450
2019-07-06 10:22:00,0.50,0.50,0.50,0.50,0,450
2019-07-06 10:23:00,0.50,0.50,0.50,0.50,0,450
2019-07-06 10:24:00,0.50,0.50,0.50,0.50,0,450
2019-07-06 10:25:00,0.50,0.50,0.50,0.50,0,450
2019-07-06 10:26:00,0.50,0.50,0.50,0.50,0,450
2019-07-06 10:27:00,0.50,0.50,0.50,0.50,0,450
2019-07-06 10:28:00,0.50,0.50,0.50,0.50,0,450
2019-07-06 10:29:00,0.50,0.50,0.50,0.50,0,450
2019-07-06 10:30:00,0.50,0.50,0.50,0.50,0,450
2019-07-06 10:31:00,0.50,0.50,0.50,0.50,0,450
2019-07-06 10:32:00,0.50,0.50,0.50,0.50,0,450
2019-07-06 10:33:00,0.50,0.50,0.50,0.50,0,450
2019-07-06 10:34:00,0.50,0.50,0.50,0.50,0,450
